Date,Close
2018-01-01,162.1787109375
2018-01-02,160.31149291992188
2018-01-03,159.6738739013672
2018-01-04,159.0135040283203
2018-01-05,161.8143768310547
2018-01-08,161.13121032714844
2018-01-09,160.4025421142578
2018-01-10,164.592529296875
2018-01-11,170.69528198242188
2018-01-12,168.6002960205078
2018-01-15,169.62503051757812
2018-01-16,163.24899291992188
2018-01-17,162.0648651123047
2018-01-18,159.49171447753906
2018-01-19,160.2203826904297
2018-01-22,162.15594482421875
2018-01-23,163.72718811035156
2018-01-24,159.03627014160156
2018-01-25,158.6263885498047
2018-01-29,154.70968627929688
2018-01-30,152.2275848388672
2018-01-31,151.93153381347656
2018-02-01,151.6127471923828
2018-02-02,144.94068908691406
2018-02-05,148.28810119628906
2018-02-06,141.98040771484375
2018-02-07,145.05455017089844
2018-02-08,148.4930419921875
2018-02-09,146.92181396484375
2018-02-12,147.76438903808594
2018-02-14,149.3811492919922
2018-02-15,146.96734619140625
2018-02-16,145.53274536132812
2018-02-19,145.2822723388672
2018-02-20,144.5308074951172
2018-02-21,141.47943115234375
2018-02-22,142.50413513183594
2018-02-23,145.10009765625
2018-02-26,147.67327880859375
2018-02-27,146.4663848876953
2018-02-28,145.46444702148438
2018-03-01,142.59523010253906
2018-03-05,141.5477294921875
2018-03-06,140.70521545410156
2018-03-07,137.15284729003906
2018-03-08,136.37860107421875
2018-03-09,134.48855590820312
2018-03-12,136.21920776367188
2018-03-13,136.1736602783203
2018-03-14,136.74293518066406
2018-03-15,136.46969604492188
2018-03-16,135.6271514892578
2018-03-19,131.48272705078125
2018-03-20,129.0689239501953
2018-03-21,127.81652069091797
2018-03-22,129.7293243408203
2018-03-23,129.31942749023438
2018-03-26,127.20167541503906
2018-03-27,131.20947265625
2018-03-28,128.72740173339844
2018-04-02,136.12811279296875
2018-04-03,138.65579223632812
2018-04-04,135.3766326904297
2018-04-05,140.43191528320312
2018-04-06,138.72409057617188
2018-04-09,138.31419372558594
2018-04-10,137.35781860351562
2018-04-11,135.7637939453125
2018-04-12,134.35191345214844
2018-04-13,132.71237182617188
