Date,Close
2018-01-01,1172.8984375
2018-01-02,1162.5595703125
2018-01-03,1147.4906005859375
2018-01-04,1131.4952392578125
2018-01-05,1166.802490234375
2018-01-08,1151.5870361328125
2018-01-09,1143.443115234375
2018-01-10,1143.2479248046875
2018-01-11,1143.49169921875
2018-01-12,1134.664794921875
2018-01-15,1150.367919921875
2018-01-16,1118.9129638671875
2018-01-17,1097.943115234375
2018-01-18,1088.921630859375
2018-01-19,1111.305419921875
2018-01-22,1139.980712890625
2018-01-23,1118.23046875
2018-01-24,1083.41064453125
2018-01-25,1105.74609375
2018-01-29,1110.6224365234375
2018-01-30,1111.939453125
2018-01-31,1134.128662109375
2018-02-01,1188.50390625
2018-02-02,1128.4229736328125
2018-02-05,1101.6986083984375
2018-02-06,1112.7684326171875
2018-02-07,1104.7706298828125
2018-02-08,1103.8927001953125
2018-02-09,1095.017578125
2018-02-12,1123.156005859375
2018-02-14,1162.41357421875
2018-02-15,1178.165283203125
2018-02-16,1113.695068359375
2018-02-19,1156.9512939453125
2018-02-20,1169.6798095703125
2018-02-21,1181.3349609375
2018-02-22,1215.7159423828125
2018-02-23,1201.2320556640625
2018-02-26,1205.0848388671875
2018-02-27,1167.1925048828125
2018-02-28,1173.385986328125
2018-03-01,1154.31787109375
2018-03-05,1139.102783203125
2018-03-06,1132.177978515625
2018-03-07,1123.93603515625
2018-03-08,1134.03076171875
2018-03-09,1120.717529296875
2018-03-12,1101.7957763671875
2018-03-13,1068.878173828125
2018-03-14,1063.2698974609375
2018-03-15,1068.9755859375
2018-03-16,1045.225830078125
2018-03-19,1030.156982421875
2018-03-20,1017.0874633789062
2018-03-21,1003.091064453125
2018-03-22,997.0928344726562
2018-03-23,983.48681640625
2018-03-26,980.2682495117188
2018-03-27,1004.4566650390625
2018-03-28,1038.398681640625
2018-04-02,1071.1212158203125
2018-04-03,1068.829345703125
2018-04-04,1040.6419677734375
2018-04-05,1056.9788818359375
2018-04-06,1049.76123046875
2018-04-09,1034.936279296875
2018-04-10,1059.5147705078125
2018-04-11,1082.1915283203125
2018-04-12,1049.46875
2018-04-13,1055.6619873046875
2018-04-16,1066.8297119140625
2018-04-17,1056.7349853515625
2018-04-18,1049.56640625
2018-04-19,1094.3343505859375
2018-04-20,1106.03857421875
2018-04-23,1104.282958984375
2018-04-24,1079.5579833984375
2018-04-25,1061.4166259765625
2018-04-26,1050.3465576171875
2018-04-27,1045.9573974609375
2018-04-30,1064.0989990234375
2018-05-02,1053.4189453125
2018-05-03,1042.93408203125
2018-05-04,1074.24267578125
2018-05-07,1054.248046875
2018-05-08,1045.1771240234375
2018-05-09,1019.7210083007812
2018-05-10,998.8972778320312
2018-05-11,1019.1356201171875
2018-05-14,998.4583740234375
2018-05-15,1016.1119384765625
2018-05-16,1004.0664672851562
2018-05-17,992.7037353515625
2018-05-18,991.5822143554688
2018-05-21,959.2495727539062
2018-05-22,944.42431640625
2018-05-23,940.1815185546875
2018-05-24,942.717529296875
2018-05-25,969.3931884765625
2018-05-28,960.8587646484375
2018-05-29,980.1218872070312
2018-05-30,963.2972412109375
2018-05-31,926.9170532226562
2018-06-01,904.2401733398438
2018-06-04,917.9436645507812
2018-06-05,916.6270751953125
2018-06-06,907.1663208007812
2018-06-07,946.81396484375
2018-06-08,993.2890014648438
2018-06-11,974.757568359375
2018-06-12,958.1767578125
2018-06-13,951.1542358398438
2018-06-14,945.9849243164062
2018-06-15,1007.7728271484375
2018-06-18,1026.987060546875
2018-06-19,1034.0582275390625
2018-06-20,1022.305419921875
2018-06-21,998.6533813476562
2018-06-22,996.2638549804688
2018-06-25,1006.1634521484375
2018-06-26,997.1904296875
2018-06-27,995.2886352539062
2018-06-28,987.4369506835938
2018-06-29,1021.6226806640625
2018-07-02,1038.2523193359375
2018-07-03,1037.5694580078125
2018-07-04,1055.2232666015625
2018-07-05,1022.305419921875
2018-07-06,991.6797485351562
2018-07-09,975.3914184570312
2018-07-10,983.6819458007812
2018-07-11,974.2698364257812
2018-07-12,975.9766845703125
2018-07-13,950.8128662109375
2018-07-16,917.5049438476562
2018-07-17,953.2024536132812
2018-07-18,945.789794921875
2018-07-19,930.4281616210938
2018-07-20,906.6298217773438
2018-07-23,930.233154296875
2018-07-24,916.2369384765625
2018-07-25,916.6270751953125
2018-07-26,914.2374877929688
2018-07-27,910.8238525390625
2018-07-30,908.4830322265625
2018-07-31,928.4287719726562
2018-08-01,929.4041748046875
2018-08-02,936.865478515625
2018-08-03,946.570068359375
2018-08-06,957.1039428710938
2018-08-07,943.497802734375
2018-08-08,947.789306640625
2018-08-09,939.7913818359375
2018-08-10,920.6260375976562
2018-08-13,1042.251220703125
2018-08-14,1103.3077392578125
2018-08-16,1112.37841796875
2018-08-17,1159.8778076171875
2018-08-20,1171.532958984375
2018-08-21,1152.708740234375
2018-08-23,1119.25439453125
2018-08-24,1168.167724609375
2018-08-27,1167.290283203125
2018-08-28,1143.8331298828125
2018-08-29,1164.0228271484375
2018-08-30,1162.8035888671875
2018-08-31,1153.5377197265625
2018-09-03,1144.4183349609375
2018-09-04,1150.514404296875
2018-09-05,1107.7454833984375
2018-09-06,1090.1405029296875
2018-09-07,1130.6171875
2018-09-10,1102.625
2018-09-11,1081.0699462890625
2018-09-12,1082.490478515625
2018-09-14,1094.1004638671875
2018-09-17,1096.55029296875
2018-09-18,1097.23583984375
2018-09-19,1049.2275390625
2018-09-21,1023.1168823242188
2018-09-24,996.4183959960938
2018-09-25,1024.929443359375
2018-09-26,1022.1862182617188
2018-09-27,1045.945556640625
2018-09-28,1021.1574096679688
2018-10-01,1042.51611328125
2018-10-03,1049.61962890625
2018-10-04,1026.007080078125
2018-10-05,1035.8048095703125
2018-10-08,1060.005126953125
2018-10-09,1076.4652099609375
2018-10-10,1099.9796142578125
2018-10-11,1098.460693359375
2018-10-12,1109.091064453125
2018-10-15,1110.07080078125
2018-10-16,1086.556640625
2018-10-17,1100.9588623046875
2018-10-19,1098.75439453125
2018-10-22,1109.6787109375
2018-10-23,1120.3094482421875
2018-10-24,1103.604248046875
2018-10-25,1087.1444091796875
2018-10-26,1060.935791015625
2018-10-29,1119.721435546875
