Date,Close
2018-01-01,305.2471008300781
2018-01-02,303.2808837890625
2018-01-03,306.1922912597656
2018-01-04,308.1584777832031
2018-01-05,311.29681396484375
2018-01-08,310.1624755859375
2018-01-09,321.43017578125
2018-01-10,352.28375244140625
2018-01-11,343.88970947265625
2018-01-12,345.0240478515625
2018-01-15,335.76043701171875
2018-01-16,331.3365173339844
2018-01-17,331.6390075683594
2018-01-18,337.764404296875
2018-01-19,341.01611328125
2018-01-22,345.8559265136719
2018-01-23,329.975341796875
2018-01-24,324.9842529296875
2018-01-25,313.75445556640625
2018-01-29,307.4400939941406
2018-01-30,305.3605651855469
2018-01-31,303.4320983886719
2018-02-01,300.1804504394531
2018-02-02,287.55157470703125
2018-02-05,292.6182861328125
2018-02-06,290.08489990234375
2018-02-07,292.8450927734375
2018-02-08,294.3575134277344
2018-02-09,298.8192138671875
2018-02-12,294.2441101074219
2018-02-14,301.0878601074219
2018-02-15,300.4072570800781
2018-02-16,295.00030517578125
2018-02-19,289.895751953125
2018-02-20,291.0302429199219
2018-02-21,295.26495361328125
2018-02-22,290.1983337402344
2018-02-23,286.8710021972656
2018-02-26,280.97247314453125
2018-02-27,280.783447265625
2018-02-28,276.4730529785156
2018-03-01,276.13275146484375
2018-03-05,272.61627197265625
2018-03-06,269.1377258300781
2018-03-07,268.68389892578125
2018-03-08,269.5536193847656
2018-03-09,266.11279296875
2018-03-12,268.49493408203125
2018-03-13,271.51971435546875
2018-03-14,272.0491027832031
2018-03-15,270.2720031738281
2018-03-16,264.7138366699219
2018-03-19,262.93670654296875
2018-03-20,263.0501403808594
2018-03-21,260.9327087402344
2018-03-22,257.8700256347656
2018-03-23,251.13967895507812
2018-03-26,249.62730407714844
2018-03-27,250.91282653808594
2018-03-28,249.70294189453125
2018-04-02,248.56861877441406
2018-04-03,248.56861877441406
2018-04-04,247.54762268066406
2018-04-05,252.23619079589844
2018-04-06,257.3406677246094
2018-04-09,257.6810302734375
2018-04-10,256.4333190917969
2018-04-11,258.2859802246094
2018-04-12,263.88201904296875
2018-04-13,258.2103576660156
2018-04-16,259.8363037109375
2018-04-17,258.2859802246094
2018-04-18,251.5556182861328
2018-04-19,263.0123291015625
2018-04-20,267.6630554199219
2018-04-23,285.50982666015625
2018-04-24,287.1357116699219
2018-04-25,281.76654052734375
2018-04-26,281.3883972167969
2018-04-27,274.6202392578125
2018-04-30,277.7207336425781
2018-05-02,271.51971435546875
2018-05-03,269.36456298828125
2018-05-04,262.2939453125
2018-05-07,263.57952880859375
2018-05-08,261.53765869140625
2018-05-09,263.466064453125
2018-05-10,265.545654296875
2018-05-11,272.8431091308594
2018-05-14,274.43121337890625
2018-05-15,264.9028015136719
2018-05-16,264.18450927734375
2018-05-17,259.8363037109375
2018-05-18,260.4412536621094
2018-05-21,249.89193725585938
2018-05-22,253.78648376464844
2018-05-23,252.34970092773438
2018-05-24,249.3625946044922
2018-05-25,248.87110900878906
2018-05-28,253.93771362304688
2018-05-29,254.76954650878906
2018-05-30,250.72373962402344
2018-05-31,248.64414978027344
2018-06-01,248.30389404296875
2018-06-04,248.6063232421875
2018-06-05,239.0023956298828
2018-06-06,232.99050903320312
2018-06-07,240.6283416748047
2018-06-08,242.93478393554688
2018-06-11,242.4053955078125
2018-06-12,242.32984924316406
2018-06-13,241.3089141845703
2018-06-14,239.41831970214844
2018-06-15,241.27105712890625
2018-06-18,245.58155822753906
2018-06-19,240.13681030273438
2018-06-20,238.43524169921875
2018-06-21,235.07012939453125
2018-06-22,232.00743103027344
2018-06-25,229.8521270751953
2018-06-26,227.58355712890625
2018-06-27,221.0044403076172
2018-06-28,211.77859497070312
2018-06-29,213.17758178710938
2018-07-02,208.11097717285156
2018-07-03,205.35081481933594
2018-07-04,202.51492309570312
2018-07-05,204.1408233642578
2018-07-06,206.97665405273438
2018-07-09,204.59449768066406
2018-07-10,204.93484497070312
2018-07-11,204.670166015625
2018-07-12,208.64028930664062
2018-07-13,205.0482635498047
2018-07-16,203.57363891601562
2018-07-17,205.91790771484375
2018-07-18,204.4054718017578
2018-07-19,204.44329833984375
2018-07-20,205.31297302246094
2018-07-23,210.2283477783203
2018-07-24,218.92483520507812
2018-07-25,221.0044403076172
2018-07-26,222.40345764160156
2018-07-27,225.65518188476562
2018-07-30,227.9238739013672
2018-07-31,228.3397979736328
2018-08-01,231.51585388183594
2018-08-02,233.76177978515625
2018-08-03,250.29583740234375
2018-08-06,238.059814453125
2018-08-07,237.47900390625
2018-08-08,248.12741088867188
2018-08-09,248.9792938232422
2018-08-10,253.50967407226562
2018-08-13,242.66766357421875
2018-08-14,241.62220764160156
2018-08-16,231.63206481933594
2018-08-17,234.729736328125
2018-08-20,220.3640594482422
2018-08-21,227.2952423095703
2018-08-23,230.00567626953125
2018-08-24,223.03590393066406
2018-08-27,229.61849975585938
2018-08-28,230.62527465820312
2018-08-29,228.4181365966797
2018-08-30,233.80050659179688
2018-08-31,236.04629516601562
2018-09-03,235.93008422851562
2018-09-04,233.10348510742188
2018-09-05,231.70950317382812
2018-09-06,238.7955322265625
2018-09-07,235.15573120117188
2018-09-10,229.3861846923828
2018-09-11,229.1538848876953
2018-09-12,229.1538848876953
2018-09-14,228.03094482421875
2018-09-17,230.62527465820312
2018-09-18,228.8053741455078
2018-09-19,237.78880310058594
2018-09-21,233.29708862304688
2018-09-24,222.33889770507812
2018-09-25,223.88772583007812
2018-09-26,216.37579345703125
2018-09-27,220.32542419433594
2018-09-28,222.80352783203125
2018-10-01,216.95660400390625
2018-10-03,216.9178924560547
2018-10-04,218.5054168701172
2018-10-05,220.28665161132812
2018-10-08,219.43482971191406
2018-10-09,231.20606994628906
2018-10-10,250.91539001464844
2018-10-11,243.79058837890625
2018-10-12,230.1219024658203
2018-10-15,225.39791870117188
2018-10-16,221.29344177246094
2018-10-17,219.20248413085938
2018-10-19,216.41452026367188
2018-10-22,212.9683380126953
